customer_id,customer_name,industry,company_size,country,region,acquisition_date
12736,"Crawford, Owens and Simon",Technology,Mid-Market,Cyprus,Europe,2025-03-18
12737,"Tapia, Brown and Bowen",Manufacturing,SMB,American Samoa,APAC,2023-07-02
12738,"Wade, Cherry and Trevino",Retail,Enterprise,Tunisia,LATAM,2023-07-13
12739,"Jones, Blair and Estrada",Healthcare,Enterprise,Zimbabwe,Europe,2022-10-21
12740,Whitehead PLC,Technology,SMB,India,Europe,2024-05-23
12741,Mcintosh-Swanson,Finance,Mid-Market,Norfolk Island,APAC,2024-02-15
12742,Holden-Delgado,Retail,SMB,Cayman Islands,North America,2025-12-15
12743,Young-Sellers,Retail,Mid-Market,Cote d'Ivoire,LATAM,2022-07-18
12744,"Alexander, Walker and Shannon",Healthcare,Mid-Market,Mexico,North America,2026-06-03
12745,Nguyen Ltd,Retail,SMB,New Caledonia,LATAM,2023-01-10
12746,"Patterson, Rose and Grant",Retail,Mid-Market,Cote d'Ivoire,North America,2025-02-17
12747,"Smith, Contreras and Grimes",Manufacturing,Enterprise,Cameroon,North America,2024-11-03
12748,"Davis, Hopkins and Christian",Manufacturing,SMB,Palestinian Territory,LATAM,2024-01-29
12749,White LLC,Technology,Mid-Market,Andorra,Europe,2023-05-17
12750,"Gonzalez, Mitchell and Harris",Manufacturing,Mid-Market,United Arab Emirates,North America,2026-05-10
12751,Reynolds-Cain,Finance,Mid-Market,Anguilla,North America,2025-09-01
12752,Fisher Group,Manufacturing,Enterprise,Hong Kong,Europe,2025-04-21
12753,"Bauer, Adkins and Baker",Retail,Enterprise,Gibraltar,North America,2023-02-14
12754,Reed Group,Retail,Enterprise,Kuwait,APAC,2022-11-03
12755,"Duke, Wade and Jenkins",Manufacturing,Mid-Market,Lesotho,APAC,2025-12-01
12756,Martin-Collins,Retail,Enterprise,Moldova,North America,2025-04-22
12757,Abbott PLC,Retail,Mid-Market,Paraguay,LATAM,2025-07-23
12758,"Mitchell, Scott and Nixon",Healthcare,Enterprise,United Kingdom,APAC,2025-03-14
12759,Dudley Inc,Manufacturing,Mid-Market,New Caledonia,Europe,2023-10-09
12760,"Ward, Ward and Lang",Retail,SMB,Switzerland,North America,2024-11-06
12761,"Johns, Eaton and Parker",Technology,Enterprise,Burundi,Europe,2024-10-09
12762,"Perez, Watts and Fitzgerald",Manufacturing,Enterprise,Micronesia,LATAM,2024-03-08
12763,"Henderson, Thompson and Acosta",Manufacturing,Enterprise,Papua New Guinea,LATAM,2024-02-23
12764,Bell Group,Retail,Mid-Market,Timor-Leste,LATAM,2023-08-09
12765,Martin and Sons,Retail,SMB,Mauritius,LATAM,2025-04-08
12766,"Meyer, Burns and Tran",Healthcare,SMB,Ecuador,Europe,2026-01-22
12767,Evans-Price,Technology,Enterprise,Turkmenistan,North America,2023-09-14
12768,"Graves, Clarke and Orozco",Technology,Mid-Market,Zimbabwe,North America,2024-10-27
12769,"Ramirez, Blake and Martinez",Technology,Mid-Market,Nepal,Europe,2023-02-07
12770,Miller-Jordan,Technology,Enterprise,Syrian Arab Republic,Europe,2024-07-26
12771,Beard-Contreras,Finance,Mid-Market,Panama,APAC,2023-12-10
12772,"Cole, Barry and Nelson",Manufacturing,Mid-Market,Guinea,APAC,2024-06-09
12773,Palmer and Sons,Finance,SMB,British Indian Ocean Territory (Chagos Archipelago),APAC,2023-05-18
12774,"Garrett, Aguirre and Cruz",Manufacturing,Enterprise,Sri Lanka,North America,2025-03-25
12775,"Bryant, Boyer and Howell",Technology,Enterprise,Swaziland,APAC,2025-09-02
12776,"Cook, Miller and White",Manufacturing,SMB,Dominica,LATAM,2024-07-24
12777,Smith Inc,Manufacturing,Enterprise,Senegal,Europe,2024-11-06
12778,Medina and Sons,Retail,SMB,Canada,Europe,2022-12-17
12779,Jackson Inc,Retail,Enterprise,Guernsey,LATAM,2024-07-20
12780,"Hansen, Little and Greene",Manufacturing,SMB,Turks and Caicos Islands,LATAM,2024-05-16
12781,Harris and Sons,Retail,Mid-Market,Cameroon,APAC,2026-05-07
12782,Reyes Group,Technology,Mid-Market,Ghana,APAC,2025-11-07
12783,"Miller, Perry and Holmes",Finance,SMB,Palau,APAC,2024-10-21
12784,Ramirez LLC,Healthcare,Mid-Market,Vietnam,APAC,2026-01-12
12785,"Strong, Thompson and Wall",Retail,SMB,Mauritania,APAC,2023-08-02
12786,"Avila, Morgan and Lucas",Technology,Mid-Market,Hong Kong,Europe,2024-12-27
12787,Moore and Sons,Manufacturing,SMB,Guadeloupe,Europe,2023-01-26
12788,Lee-Reid,Healthcare,Enterprise,Tanzania,APAC,2026-02-18
12789,Jones-Watson,Technology,SMB,Bahrain,APAC,2023-03-22
12790,Jordan Inc,Retail,Enterprise,Philippines,APAC,2024-06-04
12791,Williams-Atkinson,Retail,Enterprise,Dominican Republic,LATAM,2023-03-17
12792,"Smith, Wilson and Reid",Healthcare,SMB,Peru,Europe,2026-03-06
12793,"Keith, Tran and Mckenzie",Manufacturing,SMB,India,APAC,2026-05-23
12794,"Lester, Stone and Gates",Technology,Mid-Market,India,North America,2024-05-23
12795,Rodgers Ltd,Manufacturing,Enterprise,Netherlands,North America,2025-08-28
12796,"Miller, Lawrence and Maynard",Finance,Mid-Market,Slovenia,North America,2026-05-10
12797,Byrd and Sons,Technology,Enterprise,Bermuda,North America,2026-04-24
12798,"Gonzalez, Sherman and Harper",Finance,Mid-Market,Netherlands,North America,2026-02-15
12799,Johnson-Anderson,Healthcare,SMB,Dominica,APAC,2023-01-08
12800,Stewart-Rodriguez,Healthcare,Enterprise,French Guiana,LATAM,2024-04-20
12801,Lawrence Ltd,Technology,Mid-Market,Guadeloupe,LATAM,2025-08-12
12802,Martin-Cabrera,Manufacturing,Enterprise,Martinique,North America,2023-05-21
12803,Malone-Nelson,Finance,SMB,Norway,APAC,2024-06-29
12804,Lyons-Reynolds,Healthcare,Enterprise,Georgia,APAC,2024-12-21
12805,"Harrington, Morris and Shah",Manufacturing,Enterprise,Australia,LATAM,2026-02-14
12806,"Walsh, Webb and Willis",Manufacturing,Mid-Market,Tanzania,Europe,2022-12-29
12807,"Robinson, Anderson and Pittman",Finance,Mid-Market,Latvia,LATAM,2025-10-09
12808,Hurley-Martin,Finance,Enterprise,China,APAC,2026-04-17
12809,Wolfe-Hicks,Healthcare,Mid-Market,United Arab Emirates,North America,2024-10-01
12810,Johnson-Escobar,Retail,Enterprise,Saint Lucia,APAC,2023-02-12
12811,"Bass, Morgan and Potter",Retail,Enterprise,Cayman Islands,LATAM,2024-03-02
12812,Wolf LLC,Healthcare,Enterprise,French Guiana,Europe,2024-04-07
12813,Horn-Clayton,Healthcare,Enterprise,Thailand,LATAM,2023-01-15
12814,"Richardson, Williams and Berg",Manufacturing,SMB,Zambia,APAC,2022-08-03
12815,Perkins-Kline,Technology,SMB,Papua New Guinea,Europe,2025-09-28
12816,House PLC,Technology,Enterprise,French Polynesia,North America,2024-07-11
12817,"Henry, Mack and Gonzalez",Finance,Mid-Market,Bermuda,Europe,2024-09-15
12818,Gonzalez Inc,Technology,SMB,Austria,North America,2025-03-13
12819,Glover-Oconnell,Technology,SMB,Palestinian Territory,LATAM,2023-03-22
12820,Michael Inc,Healthcare,SMB,Tonga,APAC,2023-06-10
12821,Pierce LLC,Healthcare,Enterprise,Mauritius,LATAM,2024-06-05
12822,"Young, Vincent and Spencer",Finance,Enterprise,Jersey,North America,2024-06-26
12823,Faulkner-Brewer,Technology,SMB,Turkmenistan,APAC,2024-01-29
12824,Gray and Sons,Technology,Enterprise,Bermuda,APAC,2024-09-19
12825,Stokes LLC,Finance,Enterprise,Turks and Caicos Islands,APAC,2026-05-02
12826,"Nguyen, Mueller and Morris",Manufacturing,SMB,France,North America,2026-04-05
12827,Stephens-Chen,Technology,Mid-Market,Malawi,Europe,2023-12-19
12828,Moody-Thomas,Retail,SMB,Grenada,APAC,2025-10-25
12829,Gonzalez and Sons,Healthcare,SMB,Tuvalu,APAC,2025-06-27
12830,Kelly Group,Healthcare,Enterprise,Uzbekistan,APAC,2024-11-21
12831,"Evans, Logan and Allen",Technology,Enterprise,Mauritius,LATAM,2026-05-13
12832,Whitehead-Taylor,Manufacturing,Mid-Market,United Kingdom,Europe,2023-12-21
12833,Frost and Sons,Manufacturing,Enterprise,French Polynesia,Europe,2022-09-22
12834,Bond Group,Finance,Mid-Market,Comoros,North America,2025-06-05
12835,Rodriguez-Oneill,Manufacturing,Mid-Market,Guatemala,Europe,2024-08-02
12836,"Hartman, Maldonado and Dunn",Technology,SMB,Kuwait,North America,2025-12-05
12837,Mathews Inc,Technology,Mid-Market,United States Minor Outlying Islands,APAC,2026-04-21
12838,"Young, Ramirez and Gibson",Healthcare,Mid-Market,Algeria,APAC,2023-10-16
12839,"Robinson, Franco and Thompson",Manufacturing,Mid-Market,Mongolia,APAC,2025-05-14
12840,Mills-Willis,Finance,Mid-Market,Nepal,Europe,2023-12-13
12841,Evans-Brown,Finance,Enterprise,San Marino,North America,2023-12-16
12842,"Meza, Mendoza and Collins",Healthcare,SMB,Bermuda,LATAM,2023-04-02
12843,Mendoza PLC,Finance,Enterprise,Malta,Europe,2024-07-23
12844,Moody PLC,Retail,Mid-Market,Philippines,Europe,2022-10-21
12845,"Bush, Moore and Lucas",Manufacturing,SMB,Zimbabwe,North America,2022-09-12
12846,Rodriguez Inc,Technology,SMB,Niue,APAC,2023-12-05
12847,Yoder-Brown,Healthcare,Enterprise,Russian Federation,APAC,2025-12-18
12848,"Smith, Bailey and Frazier",Finance,SMB,Netherlands,LATAM,2022-09-11
12849,Duncan and Sons,Technology,SMB,French Guiana,APAC,2023-09-07
12850,Guerra-Dickerson,Technology,Enterprise,Kyrgyz Republic,APAC,2026-03-26
12851,"Holden, Austin and Thomas",Finance,SMB,Taiwan,APAC,2022-10-10
12852,Faulkner and Sons,Technology,SMB,Guinea,North America,2023-07-03
12853,Lyons-Lozano,Healthcare,Mid-Market,Brazil,North America,2025-12-31
12854,"Powell, Ray and Osborn",Technology,Enterprise,Cayman Islands,APAC,2025-06-16
12855,Moore Inc,Healthcare,Mid-Market,Italy,Europe,2022-11-19
12856,Duarte Ltd,Technology,Mid-Market,Afghanistan,Europe,2024-02-24
12857,King-Hayes,Technology,Enterprise,Argentina,North America,2025-10-20
12858,Barnes-Johnson,Manufacturing,Enterprise,Solomon Islands,LATAM,2025-11-26
12859,Walker-Boyd,Healthcare,SMB,Benin,North America,2024-03-02
12860,Williams Group,Finance,SMB,Kenya,LATAM,2022-10-25
12861,"Vaughn, Marks and Collins",Retail,SMB,Italy,APAC,2023-06-03
12862,Mahoney Group,Technology,Mid-Market,Montserrat,LATAM,2023-11-24
12863,Scott-Bonilla,Finance,SMB,Jamaica,Europe,2025-12-15
12864,Robinson-Pierce,Retail,Mid-Market,Gibraltar,APAC,2022-06-27
12865,"Cummings, Wood and Potter",Healthcare,SMB,Tonga,LATAM,2023-09-18
12866,Hernandez Group,Healthcare,Mid-Market,Angola,APAC,2024-01-13
12867,Richards Inc,Technology,Mid-Market,Finland,Europe,2023-05-15
12868,Ritter LLC,Technology,Mid-Market,United Kingdom,LATAM,2022-08-20
12869,"Allen, Shaffer and Stafford",Healthcare,SMB,Seychelles,LATAM,2026-05-10
12870,"Franco, Nelson and Brown",Healthcare,Enterprise,Korea,APAC,2023-11-19
12871,Singh-Gillespie,Technology,SMB,Armenia,Europe,2022-10-28
12872,Kirby Group,Technology,Enterprise,Jersey,North America,2026-05-09
12873,Arroyo-Craig,Technology,Mid-Market,Bouvet Island (Bouvetoya),Europe,2023-09-04
12874,Good-Hayes,Technology,Enterprise,Central African Republic,North America,2023-06-12
12875,"Vasquez, Nicholson and Andersen",Manufacturing,Enterprise,Mayotte,APAC,2023-09-21
12876,"Wells, Harris and Russell",Manufacturing,SMB,Svalbard & Jan Mayen Islands,North America,2023-11-17
12877,Lewis and Sons,Manufacturing,Enterprise,Djibouti,APAC,2022-07-16
12878,Elliott Group,Manufacturing,Enterprise,Bosnia and Herzegovina,Europe,2026-02-21
12879,"Contreras, Castro and Bryan",Finance,SMB,Cuba,LATAM,2023-09-15
12880,Ingram-Melton,Manufacturing,Enterprise,Croatia,North America,2026-04-18
12881,Leon Ltd,Manufacturing,Enterprise,Ukraine,LATAM,2022-06-18
12882,"Bernard, Simon and Nichols",Healthcare,Enterprise,Syrian Arab Republic,Europe,2024-12-25
12883,Sullivan-Alvarez,Retail,SMB,Myanmar,LATAM,2022-11-03
12884,"Morgan, Davis and Armstrong",Retail,SMB,Central African Republic,LATAM,2023-08-08
12885,Hill-Shah,Technology,Mid-Market,Solomon Islands,Europe,2023-11-10
12886,Carlson-Ellis,Manufacturing,Mid-Market,Kazakhstan,LATAM,2025-08-13
12887,Williams Ltd,Technology,Enterprise,Saint Helena,Europe,2024-03-05
12888,Ward PLC,Healthcare,SMB,Israel,LATAM,2024-03-13
12889,Wilson-Walter,Finance,Enterprise,Saint Helena,North America,2023-11-25
12890,Miller-Perez,Manufacturing,SMB,Christmas Island,Europe,2025-08-21
12891,Murray-Moore,Finance,SMB,Congo,Europe,2023-06-30
12892,Holmes-Jones,Finance,SMB,Antarctica (the territory South of 60 deg S),Europe,2026-02-22
12893,"Collins, Walker and Estrada",Healthcare,SMB,Burundi,Europe,2023-01-08
12894,Adams-Jackson,Healthcare,SMB,Rwanda,North America,2022-10-05
12895,Webb-Marquez,Retail,SMB,Tunisia,APAC,2025-01-23
12896,Davis and Sons,Retail,SMB,Belarus,LATAM,2026-05-13
12897,Barron LLC,Manufacturing,Enterprise,Armenia,APAC,2022-06-17
12898,Bray-Lynch,Manufacturing,SMB,Mauritius,APAC,2023-02-26
12899,Gardner and Sons,Technology,SMB,Uganda,LATAM,2023-12-16
12900,"Hays, Flowers and Nelson",Technology,SMB,Moldova,Europe,2024-10-06
12901,"Wood, Mayer and Ramos",Manufacturing,Mid-Market,Holy See (Vatican City State),LATAM,2023-06-23
12902,Smith and Sons,Finance,Enterprise,Korea,LATAM,2022-12-21
12903,Bullock Inc,Retail,Enterprise,Haiti,North America,2024-10-05
12904,Obrien Ltd,Retail,Enterprise,Saudi Arabia,LATAM,2025-12-30
12905,Long-Elliott,Manufacturing,SMB,Timor-Leste,APAC,2024-03-13
12906,Knox-Johns,Healthcare,Enterprise,Afghanistan,North America,2024-11-30
12907,"Rodgers, Chang and Guerrero",Manufacturing,Enterprise,Costa Rica,North America,2023-04-01
12908,Smith-Perry,Retail,SMB,Belarus,Europe,2025-07-18
12909,Golden Ltd,Manufacturing,SMB,Nauru,LATAM,2022-06-23
12910,Moore Group,Retail,Enterprise,Costa Rica,North America,2023-03-16
12911,Miller-Ayala,Technology,Enterprise,Lebanon,LATAM,2024-08-19
12912,Ellison-Peterson,Technology,SMB,Zimbabwe,Europe,2023-10-02
12913,Orr Ltd,Healthcare,Enterprise,Hungary,Europe,2026-01-07
12914,"Barron, Fitzgerald and Rodriguez",Finance,Mid-Market,Cameroon,Europe,2022-07-23
12915,Morales-Owen,Finance,SMB,Chad,North America,2024-02-04
12916,Dodson Inc,Finance,Enterprise,Jordan,Europe,2023-10-24
12917,Spears-Howard,Manufacturing,SMB,Uruguay,Europe,2024-08-18
12918,Carpenter-Ortiz,Manufacturing,SMB,Congo,LATAM,2022-11-05
12919,"Brooks, Guzman and Carey",Manufacturing,Mid-Market,Faroe Islands,LATAM,2025-11-17
12920,"Riggs, Espinoza and White",Healthcare,Enterprise,Barbados,Europe,2025-09-22
12921,Figueroa Ltd,Manufacturing,Enterprise,Kuwait,LATAM,2022-08-01
12922,Johnson Group,Manufacturing,Enterprise,Georgia,APAC,2024-12-04
12923,Alvarez and Sons,Manufacturing,Enterprise,Luxembourg,APAC,2025-12-31
12924,Mitchell Inc,Manufacturing,Mid-Market,Namibia,North America,2024-01-20
12925,"Campbell, Leon and Ortega",Retail,Mid-Market,Faroe Islands,Europe,2025-04-22
12926,Brown-Burns,Technology,Enterprise,Comoros,APAC,2026-03-09
12927,Chen-Kelly,Healthcare,SMB,Saint Lucia,APAC,2025-09-05
12928,Miller-Stark,Healthcare,Mid-Market,Norway,APAC,2025-06-18
12929,Turner PLC,Finance,Enterprise,Romania,APAC,2025-03-12
12930,"Lopez, Bullock and Collier",Healthcare,Mid-Market,Venezuela,LATAM,2022-08-06
12931,Miller-Weaver,Technology,SMB,French Guiana,LATAM,2023-07-22
12932,"Ward, Foster and Morris",Technology,Enterprise,Saint Lucia,LATAM,2026-05-06
12933,"West, Lee and Taylor",Retail,Enterprise,Netherlands Antilles,APAC,2024-03-21
12934,"Ferguson, Clark and Trujillo",Manufacturing,SMB,Colombia,APAC,2025-09-25
12935,"Davis, Torres and Garcia",Retail,Mid-Market,Tokelau,APAC,2024-02-02
12936,"Brewer, Craig and Briggs",Manufacturing,SMB,Saint Lucia,North America,2024-12-09
12937,Gutierrez-Huber,Technology,Mid-Market,Botswana,APAC,2025-01-27
12938,Harrison-Powell,Manufacturing,Mid-Market,Panama,APAC,2024-02-26
12939,Holt Group,Finance,Mid-Market,Ethiopia,Europe,2024-09-19
12940,"Miller, Brooks and Lopez",Manufacturing,Enterprise,Turkey,APAC,2024-12-04
12941,Bryant Inc,Healthcare,SMB,Cameroon,APAC,2023-09-02
12942,Murphy and Sons,Retail,Mid-Market,Mauritania,APAC,2026-01-25
12943,Hernandez and Sons,Manufacturing,SMB,Benin,Europe,2024-02-10
12944,Watkins Group,Healthcare,Enterprise,Finland,North America,2024-03-01
12945,"Munoz, Reid and Wilkins",Finance,SMB,Lebanon,Europe,2024-05-17
12946,Davis-Fuller,Finance,SMB,Morocco,North America,2023-09-25
12947,"Cole, Lyons and Wade",Manufacturing,Enterprise,Iraq,North America,2023-02-16
12948,Scott-Bennett,Retail,SMB,Saint Vincent and the Grenadines,Europe,2025-07-31
12949,Johnson PLC,Technology,SMB,Palestinian Territory,North America,2023-02-18
12950,"Stewart, Stevens and Adams",Manufacturing,SMB,Grenada,LATAM,2023-08-06
12951,Jackson Group,Retail,Mid-Market,Sao Tome and Principe,North America,2023-12-16
12952,"Kelley, Walker and Bennett",Retail,Enterprise,Mozambique,North America,2023-05-27
12953,Curtis LLC,Healthcare,SMB,Saint Lucia,APAC,2024-06-16
12954,Lee Inc,Retail,SMB,Bangladesh,North America,2023-01-30
12955,"Merritt, Marsh and Gutierrez",Finance,Mid-Market,Comoros,APAC,2025-06-17
12956,"Norton, Werner and Weiss",Manufacturing,SMB,Greenland,Europe,2025-06-21
12957,Hall-Robinson,Retail,Mid-Market,Honduras,Europe,2022-09-07
12958,Adams-Christian,Manufacturing,Enterprise,Saint Lucia,Europe,2025-04-16
12959,Krause PLC,Finance,Enterprise,Algeria,North America,2026-04-01
12960,Martinez Group,Technology,Enterprise,Cote d'Ivoire,North America,2023-02-06
12961,Vaughn-Anderson,Retail,SMB,Iraq,LATAM,2025-08-03
12962,Molina Group,Manufacturing,SMB,Comoros,APAC,2022-11-26
12963,"Davis, Weaver and Edwards",Technology,Enterprise,Turks and Caicos Islands,APAC,2024-04-07
12964,"Jackson, Mccarthy and Phillips",Healthcare,SMB,Guernsey,Europe,2025-03-02
12965,Spears-Bennett,Finance,Mid-Market,Denmark,North America,2023-08-24
12966,Johnson Inc,Finance,SMB,Holy See (Vatican City State),APAC,2023-12-29
12967,Parker-Vasquez,Technology,SMB,Bangladesh,APAC,2022-11-26
12968,Walsh Ltd,Technology,Mid-Market,Western Sahara,APAC,2022-10-07
12969,Clark-Wolf,Retail,Mid-Market,Guadeloupe,Europe,2025-07-23
12970,Perkins-Ramos,Healthcare,SMB,Chad,LATAM,2024-03-27
12971,Buchanan Ltd,Technology,SMB,San Marino,North America,2022-12-05
12972,Jensen-Scott,Technology,Mid-Market,British Indian Ocean Territory (Chagos Archipelago),APAC,2023-08-29
12973,Thompson-Stewart,Retail,Enterprise,Croatia,Europe,2026-03-21
12974,Smith-Carroll,Finance,SMB,Spain,North America,2022-06-20
12975,Martinez-Smith,Manufacturing,Mid-Market,Macao,Europe,2026-06-04
12976,Wallace Inc,Finance,Mid-Market,Guatemala,LATAM,2022-08-18
12977,"Simpson, Reynolds and Parks",Manufacturing,Enterprise,Vanuatu,APAC,2026-03-19
12978,"Davis, Anthony and Robbins",Manufacturing,Mid-Market,Saint Barthelemy,North America,2024-09-17
12979,Bell LLC,Retail,SMB,Bhutan,APAC,2024-05-17
12980,"Robles, Green and Alexander",Finance,SMB,Turkey,Europe,2023-01-01
12981,"Marsh, Ali and Jones",Retail,Enterprise,Haiti,North America,2026-06-03
12982,Young-Robinson,Retail,Enterprise,Madagascar,LATAM,2023-07-01
12983,Riggs Group,Finance,SMB,Lebanon,North America,2026-01-13
12984,Cooper and Sons,Manufacturing,Enterprise,Grenada,LATAM,2026-04-21
12985,"Munoz, Ford and Williams",Retail,Enterprise,Aruba,APAC,2023-12-19
12986,Perkins-Fuller,Manufacturing,Enterprise,Saint Vincent and the Grenadines,Europe,2023-10-22
12987,"Shelton, Cohen and Williams",Technology,Enterprise,Guatemala,LATAM,2025-03-30
12988,Hatfield Group,Retail,Enterprise,United Kingdom,North America,2024-03-16
12989,"Peterson, Lambert and Wallace",Finance,Mid-Market,Somalia,Europe,2025-12-02
12990,Maldonado Ltd,Retail,SMB,Uganda,Europe,2024-08-28
12991,Riddle Inc,Finance,SMB,Luxembourg,LATAM,2024-10-05
12992,Ramos Group,Manufacturing,Mid-Market,Serbia,LATAM,2022-10-17
12993,Nelson Inc,Healthcare,Enterprise,Sri Lanka,LATAM,2025-05-26
12994,Smith Group,Manufacturing,Mid-Market,Cote d'Ivoire,North America,2024-11-25
12995,"Mann, Taylor and Johnson",Healthcare,SMB,Serbia,Europe,2024-02-22
12996,"Collins, Leonard and Smith",Finance,Enterprise,Monaco,Europe,2026-03-10
12997,"Edwards, Page and Wells",Manufacturing,Mid-Market,Mozambique,North America,2025-01-12
12998,Mclean-Bailey,Technology,Mid-Market,French Polynesia,Europe,2022-11-10
12999,Allen-Diaz,Healthcare,Enterprise,Peru,APAC,2023-08-02
13000,Harmon Inc,Retail,Mid-Market,Bangladesh,Europe,2025-01-06
13001,"Rose, Herrera and Hall",Finance,Enterprise,Korea,North America,2022-07-21
13002,"Soto, Larsen and Castillo",Healthcare,Enterprise,Marshall Islands,Europe,2022-12-28
13003,"Becker, Garrison and Davis",Technology,SMB,Albania,Europe,2025-08-18
13004,Miranda-Turner,Healthcare,SMB,Slovakia (Slovak Republic),Europe,2024-01-26
13005,Hunt PLC,Manufacturing,Enterprise,French Guiana,North America,2024-10-31
13006,Cruz and Sons,Healthcare,Enterprise,Norfolk Island,APAC,2024-06-30
13007,Taylor Inc,Retail,Enterprise,San Marino,LATAM,2025-04-14
13008,Thomas-Davis,Finance,Enterprise,Ethiopia,LATAM,2023-11-09
13009,Lewis Group,Manufacturing,Enterprise,Jordan,LATAM,2023-07-27
13010,"Chavez, Li and Kline",Finance,Enterprise,Central African Republic,Europe,2024-11-04
13011,Anderson-Myers,Technology,Mid-Market,Qatar,North America,2024-11-04
13012,Bailey Inc,Technology,SMB,Saint Vincent and the Grenadines,Europe,2025-08-15
13013,Bruce-Martin,Technology,Enterprise,Pitcairn Islands,APAC,2026-03-07
13014,Oliver Ltd,Technology,SMB,Guadeloupe,APAC,2024-03-29
13015,Miller Inc,Finance,Mid-Market,Saint Martin,APAC,2026-02-15
13016,"Cole, Boyd and Lopez",Healthcare,SMB,Germany,North America,2026-02-09
13017,Williams Inc,Finance,Enterprise,Chad,North America,2025-07-07
13018,Allen PLC,Finance,SMB,Netherlands,Europe,2023-02-06
13019,"Matthews, Odonnell and Malone",Manufacturing,Enterprise,Syrian Arab Republic,North America,2024-11-04
13020,"Sanchez, Johnson and Adams",Manufacturing,SMB,Armenia,Europe,2025-08-04
13021,Simmons-Navarro,Finance,Enterprise,Pitcairn Islands,APAC,2024-10-27
13022,"May, Garza and Taylor",Manufacturing,Mid-Market,Cook Islands,APAC,2024-04-06
13023,Jackson-Coleman,Manufacturing,Enterprise,Martinique,Europe,2023-11-01
13024,Marshall-Holland,Healthcare,SMB,Guam,Europe,2026-03-01
13025,Morris Inc,Technology,Mid-Market,Jersey,Europe,2023-11-26
13026,Anderson-Hernandez,Retail,SMB,Albania,North America,2022-07-23
13027,Johnston Group,Finance,Enterprise,Guinea-Bissau,LATAM,2023-07-14
13028,Washington Ltd,Retail,Enterprise,Cape Verde,Europe,2023-11-17
13029,Villanueva and Sons,Retail,SMB,Cocos (Keeling) Islands,North America,2024-03-13
13030,"Schmidt, Daniels and Johnson",Technology,Enterprise,Monaco,LATAM,2025-08-05
13031,"Lewis, Osborne and Garcia",Manufacturing,Mid-Market,Antigua and Barbuda,LATAM,2022-12-02
13032,Sanders LLC,Finance,Enterprise,Saint Pierre and Miquelon,APAC,2022-11-15
13033,"Mendez, Sanders and Davis",Finance,Mid-Market,Cuba,APAC,2023-01-24
13034,Bond Ltd,Manufacturing,Enterprise,Antarctica (the territory South of 60 deg S),North America,2022-11-06
13035,"Tyler, Martinez and Kim",Healthcare,SMB,Austria,LATAM,2024-04-23
13036,Martinez-Garcia,Healthcare,Mid-Market,Cambodia,North America,2023-03-27
13037,"Norris, Marshall and Ruiz",Retail,SMB,Suriname,LATAM,2025-12-22
13038,"Lewis, Stevens and Ray",Finance,Enterprise,New Zealand,Europe,2026-01-24
13039,Allen-Martin,Healthcare,Mid-Market,Aruba,APAC,2023-04-13
13040,"Johnson, King and Turner",Technology,Enterprise,Greenland,Europe,2024-11-02
13041,Richardson-Wood,Finance,Enterprise,Poland,Europe,2023-03-23
13042,Reed-Moreno,Manufacturing,Mid-Market,Gambia,APAC,2022-12-12
13043,Sloan-Harris,Finance,SMB,Svalbard & Jan Mayen Islands,North America,2023-01-06
13044,"Johnston, Alexander and Porter",Retail,Mid-Market,Montserrat,Europe,2026-04-26
13045,Nunez-Mathis,Finance,Mid-Market,French Polynesia,Europe,2022-12-03
13046,Cummings-Garcia,Healthcare,Mid-Market,Djibouti,North America,2025-10-08
13047,Harper Group,Retail,Mid-Market,Philippines,LATAM,2024-07-18
13048,Williams PLC,Healthcare,SMB,Kenya,North America,2024-09-17
13049,Weeks-Elliott,Manufacturing,Enterprise,Saint Kitts and Nevis,Europe,2024-07-01
13050,"Torres, Phillips and Morgan",Manufacturing,SMB,Vanuatu,LATAM,2022-09-16
13051,Rivera PLC,Healthcare,Enterprise,Germany,Europe,2024-12-21
13052,Knapp-Figueroa,Healthcare,SMB,Mali,North America,2025-02-05
13053,Raymond PLC,Finance,Enterprise,Kiribati,Europe,2023-10-15
13054,Wilson-Lopez,Healthcare,Enterprise,Kenya,North America,2026-02-15
13055,"Lee, Fleming and Hall",Healthcare,Enterprise,Guinea,Europe,2024-08-03
13056,Sullivan-Cooley,Retail,Mid-Market,Nauru,APAC,2024-11-12
13057,Ramos PLC,Finance,SMB,Turkey,North America,2024-10-11
13058,Gordon-Smith,Manufacturing,SMB,Antarctica (the territory South of 60 deg S),North America,2024-08-17
13059,Harding-Morris,Retail,Enterprise,China,North America,2023-02-04
13060,"Roberts, Richards and Alexander",Finance,SMB,Barbados,North America,2023-04-13
13061,Brown-Morales,Finance,SMB,Guinea,North America,2023-01-02
13062,Hawkins PLC,Retail,SMB,Rwanda,North America,2023-03-14
13063,"Davis, Edwards and Rogers",Retail,SMB,Central African Republic,APAC,2022-06-28
13064,"Doyle, Hammond and Bailey",Healthcare,Enterprise,Papua New Guinea,APAC,2024-09-10
13065,"Jordan, Petersen and Martinez",Finance,Mid-Market,Gambia,LATAM,2025-10-22
13066,Ibarra-King,Technology,Mid-Market,Slovenia,LATAM,2024-02-25
13067,Jones-Ward,Manufacturing,Mid-Market,Azerbaijan,APAC,2023-10-03
